baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_id,product,gene,EC_number
3198.112996711364,0.6395513421605987,0.17147357108844735,13.801765778263416,2.0314521414790973e-4,0.001020194577988149,NC_007677.1_WP_043552291.1,transcription elongation factor GreA,greA,NA
1187.3610927029524,-0.3011370134825878,0.09176963846410433,10.751436614065483,0.0010419840155749002,0.004032084169786576,NC_007677.1_WP_011404417.1,DUF4296 domain-containing protein,NA,NA
1596.5616691130774,-0.2912859330231228,0.08607471253621657,11.441989950704055,7.180285321983431e-4,0.0029743420128100417,NC_007677.1_WP_011404094.1,inositol phosphatase,NA,NA
15863.884171418962,-0.6539381575680535,0.12271997719603459,28.15577152900096,1.1193338397542088e-7,1.429831555953574e-6,NC_007677.1_WP_011403901.1,RNA polymerase factor sigma-54,rpoN,NA
4933.801960470784,-0.18109516924473773,0.06952685256085184,6.780537361070657,0.00921571417964365,0.024775579424984016,NC_007677.1_WP_011404163.1,3-hydroxyacyl-CoA dehydrogenase NAD-binding domain-containing protein,NA,NA
968.9469178806091,0.37090065590461596,0.1330085826781271,7.754932421915214,0.005356604586598141,0.016140510063983027,NC_007677.1_WP_011404535.1,methylmalonyl Co-A mutase-associated GTPase MeaB,meaB,3.6.5.-
1460.2417020414812,-0.2749405384898381,0.10017661632359966,7.524003112331883,0.006088223629850311,0.017802805648665737,NC_007677.1_WP_013061729.1,ABC transporter permease subunit,NA,NA
8688.06853576217,0.4172262284734442,0.15054580118828634,7.654705073441505,0.005662444736168944,0.016806135976949427,NC_007677.1_WP_103015481.1,50S ribosomal protein L35,rpmI,NA
3173.4702526876176,0.2190325766321672,0.0935887570591716,5.4732689981573515,0.01930947492431019,0.045055441490057115,NC_007677.1_WP_237701853.1,amidase,NA,NA
1580.5863273525547,0.1918496164362988,0.08036502653701852,5.693007417197009,0.017032640251221844,0.040702798925625144,NC_007677.1_WP_237701762.1,PASTA domain-containing protein,NA,NA
2950.2543735485883,0.44505616520957714,0.13139745907757422,11.431123813846739,7.222398833570167e-4,0.0029813740943026783,NC_007677.1_WP_112904189.1,ACT domain-containing protein,NA,NA
3928.1639162259753,-1.0920450370763446,0.3760356243691783,8.241118461758958,0.0040951889604427414,0.0127673538178509,NC_007678.1_WP_011405583.1,hypothetical protein,NA,NA
2688.2573297589483,-1.0289770077090348,0.3064187654909594,11.04853077639811,8.875750796658325e-4,0.0035124304485975874,NC_007678.1_WP_011405596.1,hypothetical protein,NA,NA
686.490757712584,0.360021483035778,0.14910683771972663,5.812762050041016,0.01591028635798789,0.038391650333746384,NC_007677.1_WP_011404034.1,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC,gatC,NA
6991.693789243016,-0.4761871081895433,0.0942362702592291,25.420626093432787,4.6096310515442475e-7,4.97504907672121e-6,NC_007677.1_WP_011404135.1,SufE family protein,NA,NA
2430.7919780793095,0.19136408614710268,0.07627767096991477,6.2915480032236815,0.01213150514967118,0.030933253680604865,NC_007677.1_WP_011403982.1,aldehyde dehydrogenase family protein,NA,NA
1232.3537556643503,0.23314769228668528,0.08691596396481639,7.1925540451793495,0.007320670829157951,0.020693096210419808,NC_007677.1_WP_011404172.1,pyridoxamine 5'-phosphate oxidase family protein,NA,NA
10574.476788058397,0.1757876348885452,0.06324146703179383,7.722093332920167,0.005454911050580172,0.016386817811864324,NC_007677.1_WP_011404565.1,adenylosuccinate synthase,NA,6.3.4.4
1359.174857578241,0.308643479102079,0.10146628811231809,9.238480043527233,0.002369815826549394,0.008038415283655544,NC_007677.1_WP_118838093.1,phosphatidylcholine synthase,NA,NA
3835.5536910115384,0.6824038452729552,0.11182048959484803,36.92672778693972,1.226529777592772e-9,2.6767208675701086e-8,NC_007677.1_WP_013062493.1,transcription termination factor Rho,rho,3.6.4.-
1130.4903340673898,0.18520126818499094,0.08071791204990691,5.267578363992158,0.021726216383977797,0.0497808013977163,NC_007677.1_WP_011403363.1,HEPN domain-containing protein,NA,NA
835.157194413052,-0.6254148232263756,0.14131506343343417,19.438156079040965,1.0391020871769527e-5,7.794266163945058e-5,NC_007677.1_WP_043551984.1,DUF433 domain-containing protein,NA,NA
1099.4903985738597,0.23194367669711588,0.0992276917921676,5.459952304409484,0.019457177871925434,0.04529325797950955,NC_007677.1_WP_011403856.1,restriction endonuclease subunit S,NA,3.1.21.-
5369.107666921969,0.3884638908694197,0.08285166914276244,21.925872375012233,2.8338742305845205e-6,2.4309071434609415e-5,NC_007677.1_WP_118828875.1,SpoIID/LytB domain-containing protein,NA,NA
3952.7100864672634,0.2923442777172741,0.09799249517101387,8.886832775511522,0.002872345631012969,0.009504037717777582,NC_007677.1_WP_011404613.1,hypothetical protein,NA,NA
620.9479221528376,-0.3012765294773527,0.11440492559490142,6.931986711596892,0.008466758633069877,0.02309681950638915,NC_007677.1_WP_103016719.1,hypothetical protein,NA,NA
862.2206366138583,0.5759253269661078,0.11908288017065521,23.267279276531525,1.4097813034868043e-6,1.317695218325831e-5,NC_007678.1_WP_011405588.1,hypothetical protein,NA,NA
20927.545211781366,-0.8203138561257598,0.13397738915027024,36.99896736818954,1.1819182450371132e-9,2.6178607099030986e-8,NC_007677.1_WP_011404708.1,isocitrate dehydrogenase (NADP(+)),icd,1.1.1.42
3078.140990226381,0.326289991421794,0.06819108854948393,22.86335983117192,1.7393610642587409e-6,1.5739096459512022e-5,NC_007677.1_WP_011403623.1,hypothetical protein,NA,NA
6522.790925569128,-0.7366738461949559,0.21888084215004763,11.20801372934136,8.144484814889091e-4,0.0033068168167702905,NC_007677.1_WP_164923680.1,sigma-54 dependent transcriptional regulator,NA,NA
5511.069859107591,0.2763516753349385,0.08912796771596034,9.599944888239918,0.0019458320936016126,0.0068426891632815,NC_007678.1_WP_164923749.1,N-6 DNA methylase,NA,NA
3791.667806090321,0.48350614028442995,0.10603676395950692,20.707675380014564,5.3501118033529954e-6,4.3149814761825244e-5,NC_007677.1_WP_158442695.1,aspartate kinase,NA,2.7.2.4
4179.753410112308,-0.23680398512480735,0.0923307595226582,6.569799843086173,0.010372361532295149,0.027316032855236917,NC_007677.1_WP_011403347.1,glycerophosphodiester phosphodiesterase family protein,NA,NA
4407.2544217566065,-0.4599816314600541,0.08920425231360297,26.49163164501698,2.6468222419027804e-7,3.0098729555430854e-6,NC_007677.1_WP_011403322.1,proline dehydrogenase family protein,NA,NA
2344.4128820849514,0.44476346070186745,0.09856014609894122,20.28779342808332,6.66242835727799e-6,5.2451160117774735e-5,NC_007677.1_WP_011404792.1,trypsin-like peptidase domain-containing protein,NA,NA
855.3446776144278,0.5410544012465992,0.11132574260292405,23.539902135290504,1.2234985360077152e-6,1.175192121317443e-5,NC_007677.1_WP_011403295.1,HAD-IA family hydrolase,NA,NA
5151.114086898971,-0.36053720844008624,0.08178185943776427,19.391069777408745,1.0650392094583257e-5,7.942302446412841e-5,NC_007677.1_WP_011404799.1,thioredoxin family protein,NA,NA
7604.81957158334,0.2484170575599918,0.09897513218010813,6.2926993139414265,0.012123627680630964,0.030933253680604865,NC_007677.1_WP_237701950.1,M14 family zinc carboxypeptidase,NA,NA
5698.824124971881,-0.5842621019141034,0.10602038897973522,30.172058337701287,3.9536469566164344e-8,5.838021973750038e-7,NC_007677.1_WP_011404330.1,hypothetical protein,NA,NA
1874.8262647548195,-0.36910706653624364,0.09258945650339016,15.855571454379003,6.836496120692795e-5,4.0259366044079794e-4,NC_007677.1_WP_112905204.1,"NAD-dependent succinate-semialdehyde dehydrogenase",NA,NA
3563.5922632223314,-0.641436837976067,0.08078598443366883,62.585068738623875,2.551807761655245e-15,1.4850520463907386e-13,NC_007677.1_WP_043552488.1,DUF2294 domain-containing protein,NA,NA
6046.878074732625,0.6177842318595904,0.23068210372017287,7.1182533010511975,0.007630301099586389,0.02142548123327569,NC_007677.1_WP_237701841.1,PAS domain S-box protein,NA,NA
8850.68208240086,-0.20357991287575722,0.08652799463007053,5.53194211927206,0.018672368143135117,0.04383823190824479,NC_007677.1_WP_237701911.1,rhomboid family intramembrane serine protease,NA,NA
12183.305112247577,-0.521094541410093,0.09961057967201636,27.22354553786016,1.8123801699642248e-7,2.2045673542843523e-6,NC_007677.1_WP_112904185.1,aldehyde dehydrogenase family protein,NA,NA
4743.825776316365,-0.39846083923715536,0.1333324622727562,8.90197482573771,0.002848624117682613,0.009446610481879324,NC_007677.1_WP_193345373.1,class 1 fructose-bisphosphatase,fbp,3.1.3.11
2001.9188161286002,-0.43748378672787375,0.13105343044899287,11.101701734338917,8.624854137914513e-4,0.00344066761845837,NC_007677.1_WP_011403157.1,hypothetical protein,NA,NA
9757.009393758035,0.430248460237803,0.08719860245095032,24.258605040874897,8.422993334973222e-7,8.4457581818245e-6,NC_007677.1_WP_237701999.1,YncE family protein,NA,NA
2940.528054307044,0.5070045456698444,0.05216375624782005,94.15044257085901,2.924312491360293e-22,3.3382151824451343e-20,NC_007677.1_WP_011403891.1,Na+/H+ antiporter NhaC family protein,NA,NA
1357.8621067959857,0.6860243676037273,0.07816751283458723,76.55519711645329,2.1414317904264254e-18,1.7654915427737862e-16,NC_007677.1_WP_011405483.1,sodium:solute symporter family protein,NA,NA
4867.67145644497,-0.38585513811789784,0.15117854000953998,6.496264302596103,0.010810139338783564,0.028198183078393193,NC_007677.1_WP_103017275.1,prephenate dehydrogenase,NA,NA
23451.57712760528,-0.7687106140846409,0.11570961450408619,43.627635188176214,3.971904072904628e-11,1.2541075838703122e-9,NC_007677.1_WP_011404266.1,L-glutamate gamma-semialdehyde dehydrogenase,pruA,1.2.1.88
7662.129312638801,-0.44282733549001013,0.07379553715955273,35.88663393360699,2.091385085588231e-9,4.310577037517965e-8,NC_007677.1_WP_011404213.1,glycerol-3-phosphate dehydrogenase/oxidase,NA,NA
2135.9253742486962,0.28169821426670105,0.0995667178999187,7.994230406500208,0.0046926642072634365,0.01438825141235318,NC_007677.1_WP_011405264.1,lipoyl(octanoyl) transferase LipB,lipB,2.3.1.181
15032.029905040192,-0.2882588079770715,0.06533099385815128,19.436624315787128,1.0399357819818878e-5,7.794266163945058e-5,NC_007677.1_WP_011402866.1,bifunctional transaldolase/phosoglucose isomerase,NA,2.2.1.2
4559.728676432963,0.1990681068082094,0.08544193681647533,5.4243504161101725,0.019857821334125857,0.04597348964094036,NC_007677.1_WP_011405108.1,Ig-like domain-containing protein,NA,NA
5117.257439053335,0.3346105188856371,0.08980005991640948,13.855745328644389,1.9739231236807643e-4,0.0010049063175102072,NC_007677.1_WP_164923524.1,maltose alpha-D-glucosyltransferase,treS,5.4.99.16
7663.70615271996,0.38621169894247465,0.12548983377205516,9.444781505822789,0.0021175072396635262,0.0073248968383698675,NC_007677.1_WP_202795389.1,translational GTPase TypA,typA,NA
3699.542604724507,0.7435013600545318,0.09518278482416379,60.41206205517295,7.694005099677936e-15,4.2288531733044655e-13,NC_007677.1_WP_011404937.1,"NAD(P)/FAD-dependent oxidoreductase",NA,NA
2175.1839490855564,-0.24006346466086154,0.06644780625337292,13.047572523279854,3.0367775122674354e-4,0.0014306596280015474,NC_007677.1_WP_011404577.1,mechanosensitive ion channel family protein,NA,NA
533.3623725004899,0.825447982610195,0.15121454212252697,29.516639574513448,5.543869895289944e-8,7.761417853405922e-7,NC_007677.1_WP_011404431.1,"NAD(P)-dependent alcohol dehydrogenase",NA,NA
8983.122986702248,-0.5497346665737508,0.11120552691313815,24.29469672031769,8.266634861816843e-7,8.34536471764367e-6,NC_007677.1_WP_011405258.1,hypothetical protein,NA,NA
3660.7862523075332,0.20471975275935747,0.07061555601406536,8.401405698454852,0.0037493097203014714,0.011850853301229784,NC_007677.1_WP_011404579.1,5'/3'-nucleotidase SurE,surE,3.1.3.6
2019.2581731678874,0.5751337826153204,0.10440663770031025,30.176703006807912,3.94418976351118e-8,5.838021973750038e-7,NC_007677.1_WP_011405068.1,flavin reductase family protein,NA,NA
1393.6842291128119,-0.3257481303638883,0.09248495409964448,12.379984318195113,4.3396079527109556e-4,0.0019223815527830024,NC_007677.1_WP_112904081.1,SPOR domain-containing protein,NA,NA
1880.5084120578672,0.4043474932719581,0.14815172929346976,7.423764125254166,0.006436801989734521,0.018584074227171263,NC_007677.1_WP_043552513.1,hypothetical protein,NA,NA
1134.7971573894838,-0.3140063290668357,0.09052249343478501,12.01212860806902,5.285545624461682e-4,0.0022968520371013574,NC_007677.1_WP_112902689.1,HEPN domain-containing protein,NA,NA
5122.6002482782815,-0.32152082257746656,0.10922908369399481,8.645671519767575,0.0032783928274153678,0.01057035736394417,NC_007677.1_WP_011404384.1,phosphoribosylglycinamide formyltransferase,purN,2.1.2.2
5220.034231528205,0.30972145923081107,0.12243002143548205,6.3882455073693905,0.011487851924018357,0.029624373996694587,NC_007677.1_WP_011404962.1,HAD hydrolase-like protein,NA,NA
4257.307343081331,-0.49623690939215875,0.09437096831698605,27.51639942310112,1.5576809132816807e-7,1.918338983659763e-6,NC_007677.1_WP_011405494.1,HAMP domain-containing sensor histidine kinase,NA,NA
5207.072470657054,0.42701852070518687,0.10498985623808232,16.487401523681342,4.89744199516494e-5,3.0472972414359627e-4,NC_007677.1_WP_011404514.1,UDP-glucose 4-epimerase GalE,galE,5.1.3.2
2694.073760776602,0.542345787791474,0.15217801999750474,12.629735450815275,3.7965890165449304e-4,0.0017335809540162082,NC_007677.1_WP_011404223.1,"NAD(P)-dependent glycerol-3-phosphate dehydrogenase",NA,NA
805.3955129185473,0.39093784094534295,0.11881165605976649,10.805460383699483,0.0010120115502800211,0.003936632085492927,NC_007677.1_WP_202795382.1,ACR3 family arsenite efflux transporter,arsB,NA
5815.332410415202,0.43309140686954506,0.13135044782478997,10.83212879224294,9.975388280355991e-4,0.003888648620717356,NC_007677.1_WP_013061618.1,50S ribosomal protein L15,rplO,NA
3393.859645852312,0.22795738880046046,0.08215349758232507,7.694509383049052,0.00553890641425871,0.016555361769909217,NC_007677.1_WP_162713382.1,OmpH family outer membrane protein,NA,NA
2100.148953839191,0.20030730139384423,0.0741861770739302,7.287892058684889,0.006942088305539776,0.01977362580695015,NC_007677.1_WP_112903041.1,MBL fold metallo-hydrolase,NA,NA
4634.8086861458005,-0.42224214610984867,0.06399131576367745,43.403763065184364,4.4533090585428025e-11,1.3913075037636882e-9,NC_007677.1_WP_011404460.1,DUF2007 domain-containing protein,NA,NA
5898.227091998568,0.9084739817519984,0.21837393654806342,17.03178126777732,3.6759370399004096e-5,2.3873481694582966e-4,NC_007677.1_WP_011403794.1,30S ribosomal protein S10,rpsJ,NA
951.9655830408931,0.7170142700759227,0.1409356236370414,25.65253484767115,4.0875820234474125e-7,4.476731898742407e-6,NC_007677.1_WP_112903911.1,MBL fold metallo-hydrolase,NA,NA
14121.539781641732,-0.3047487661962401,0.0719512618487178,17.907113627961564,2.31952501036777e-5,1.5935995904563753e-4,NC_007677.1_WP_011403694.1,leucine--tRNA ligase,leuS,6.1.1.4
9431.537204579456,-0.3921909801700305,0.12335548517441657,10.077527280837046,0.0015008861599706482,0.005540584729841895,NC_007677.1_WP_011403817.1,30S ribosomal protein S13,rpsM,NA
882.4889735182513,0.37407525005522246,0.09115401819496759,16.81890204003082,4.1121662558969645e-5,2.607886634081664e-4,NC_007677.1_WP_237701985.1,cupin domain-containing protein,NA,NA
12525.75166512089,0.4923905842689089,0.17786584160610108,7.627244590877581,0.005749307115755277,0.01694532623591029,NC_007677.1_WP_011405508.1,50S ribosomal protein L20,rplT,NA
1145.9087582099382,0.4945362290852127,0.0865658739354291,32.569244616820924,1.1502054486078577e-8,1.9733004459353307e-7,NC_007677.1_WP_237701707.1,DUF2071 domain-containing protein,NA,NA
4600.496287231856,-0.4764243093303902,0.13167182768899638,13.034742005415637,3.0576534377883363e-4,0.0014359359815436365,NC_007677.1_WP_013060921.1,SusD/RagB family nutrient-binding outer membrane lipoprotein,NA,NA
7956.979495159077,-0.18315787813922782,0.07605564253813497,5.795485460129385,0.016067377694574725,0.03870777353693002,NC_007677.1_WP_112903697.1,DUF3467 domain-containing protein,NA,NA
706.7968233058771,-0.3276527229977152,0.09721991754325081,11.33290415275863,7.614572408796447e-4,0.0031172484012838416,NC_007677.1_WP_013062328.1,DUF5615 family PIN-like protein,NA,NA
1743.8569429651775,0.24068269491738836,0.08669391642904566,7.704554183184399,0.005508167556700234,0.016496711713709682,NC_007677.1_WP_011404985.1,Na-K-Cl cotransporter,NA,NA
3929.1317170381344,-0.4951374245700858,0.11350036086552491,18.936237294044957,1.3516078074491964e-5,9.808244431562874e-5,NC_007677.1_WP_043552785.1,histidine triad nucleotide-binding protein,NA,NA
5657.055684567689,-0.3935965227856642,0.07709434700181633,25.988145094894037,3.4352031542997634e-7,3.832963519534473e-6,NC_007677.1_WP_011403921.1,cyclic pyranopterin monophosphate synthase MoaC,moaC,4.6.1.17
2764.4361888641515,-0.21780859051942503,0.0659247472817571,10.908790940115665,9.570897268174754e-4,0.0037524997479448704,NC_007677.1_WP_231847133.1,UDP-N-acetylmuramate dehydrogenase,murB,1.3.1.98
11900.827285385221,0.5281781306442708,0.1115735866826052,22.288729986219266,2.345793146456271e-6,2.04773942902418e-5,NC_007677.1_WP_011404869.1,cytochrome c biogenesis protein CcsA,ccsA,NA
13328.094038953237,-0.3650379155801578,0.07277628084583332,25.0931759125354,5.462582945942849e-7,5.8110918220639335e-6,NC_007677.1_WP_112903699.1,cystathionine beta-synthase,NA,4.2.1.22
2163.339252573145,0.39445508515112965,0.07321078602273713,28.947733144447966,7.435777945892038e-8,9.94116619072413e-7,NC_007677.1_WP_043552510.1,ABC transporter ATP-binding protein,NA,NA
3765.376508931476,-0.38254298328218833,0.09417997827012367,16.450246773974584,4.99436803228148e-5,3.092658149081651e-4,NC_007677.1_WP_013062194.1,MFS transporter,NA,NA
7996.642056569176,0.3982397425011764,0.10295798313738798,14.915616213854292,1.124284606517521e-4,6.145260980007371e-4,NC_007677.1_WP_011405267.1,recombination mediator RecR,NA,NA
7341.1788241483155,0.21104644826547544,0.09157782795326881,5.306645353355407,0.021244225010663885,0.04872709415119816,NC_007677.1_WP_011403412.1,RNA-guided endonuclease TnpB family protein,NA,NA
6047.391371751949,0.37679815018695634,0.143169601016918,6.907335983059511,0.008584279706776733,0.023288978217288248,NC_007677.1_WP_011403802.1,50S ribosomal protein L16,rplP,NA
4154.155223526865,-0.4897419078261574,0.13419783586597717,13.254883034413865,2.7187074777872773e-4,0.0013014715796891352,NC_007677.1_WP_011404345.1,DUF1232 domain-containing protein,NA,NA
1718.3982347217125,0.36594958356972196,0.11632952835419842,9.875862147072269,0.0016746111122537737,0.0060465277143177615,NC_007677.1_WP_237701732.1,CaiB/BaiF CoA-transferase family protein,NA,NA
1380.507151732745,0.33397157430495167,0.14211437128099508,5.508828959660377,0.018920711027425957,0.044322549589108313,NC_007677.1_WP_043552146.1,peptide-methionine (S)-S-oxide reductase MsrA,msrA,1.8.4.11
8384.835933723922,-0.16454253314609404,0.05147122404686168,10.214764598925996,0.0013932077544219145,0.005188256731648987,NC_007677.1_WP_112904229.1,isoprenyl transferase,NA,NA
4013.014204496436,-0.2616013560649161,0.098096182885937,7.103665478257852,0.007692647663633656,0.021535963208875734,NC_007677.1_WP_011404120.1,PLP-dependent aspartate aminotransferase family protein,NA,NA
1404.867608965267,0.7255824692245876,0.11234009091443926,41.35772443130335,1.2676953253121845e-10,3.4858532073795786e-9,NC_007677.1_WP_011404248.1,tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA,miaA,2.5.1.75
2286.4374103654295,0.5509066209428992,0.1088611933559541,25.472383162459693,4.487608380330336e-7,4.86336696630642e-6,NC_007677.1_WP_011405547.1,glycoside hydrolase family 3 N-terminal domain-containing protein,NA,NA
923.6904653121019,0.31629205219222706,0.12970235827056234,5.940844372064788,0.014793929623723683,0.0361981724016586,NC_007677.1_WP_011404040.1,four helix bundle protein,NA,NA
2781.5849176177758,0.49378296386998294,0.07710191784695034,40.85510165750881,1.6394471487999095e-10,4.328929701933174e-9,NC_007677.1_WP_011404039.1,uracil phosphoribosyltransferase,upp,2.4.2.9
3062.756563231118,0.42074101080163545,0.10675365099574048,15.48841714133988,8.301238140799484e-5,4.738091308056321e-4,NC_007677.1_WP_011404488.1,oxidoreductase,NA,NA
2691.605763379391,-0.32580435284025544,0.08378012156205074,15.101825548987222,1.0186473328515326e-4,5.640569559521173e-4,NC_007677.1_WP_231847134.1,hypothetical protein,NA,NA
13048.78451348048,-0.4661400158826137,0.09813431145829382,22.465522900667793,2.139494505264637e-6,1.8955282661568485e-5,NC_007677.1_WP_103015638.1,energy transducer TonB,NA,NA
2172.0699376586153,0.3060300001395855,0.0875815629904307,12.194821988357091,4.7922348636014256e-4,0.00210716341854356,NC_007677.1_WP_011404984.1,amino acid permease,NA,NA
686.4107050014013,0.4893493244438449,0.07827628039534637,39.03488218546249,4.1630037360521867e-10,9.806186578256262e-9,NC_007677.1_WP_011404536.1,hypothetical protein,NA,NA
5817.625837345889,-0.32903842598321215,0.10970568014030889,8.976380448970701,0.002734918775621512,0.009120493175331066,NC_007677.1_WP_013062195.1,"glutamate-1-semialdehyde 2,1-aminomutase",hemL,5.4.3.8
8765.011281776066,0.16162984461153776,0.0693216440420461,5.4340359625915085,0.019747988333175055,0.045754901930416515,NC_007677.1_WP_011403341.1,S8 family peptidase,NA,NA
3784.5006415244106,-0.25483947458682404,0.07176030863345995,12.600121129108317,3.857217577615189e-4,0.00175586223471808,NC_007677.1_WP_013062220.1,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,NA,NA
7378.986092958193,-0.6585078427910039,0.1287688885765677,25.93442498609693,3.5321372487657447e-7,3.926360806867689e-6,NC_007677.1_WP_011404915.1,cytochrome c biogenesis protein CcsA,ccsA,NA
8994.956036387473,-0.3845516794261547,0.09203094656942841,17.40988588977217,3.012550521395737e-5,2.0183408459373696e-4,NC_007677.1_WP_112903693.1,DNA starvation/stationary phase protection protein DpsA,dpsA,1.16.-.-
5888.082890240204,0.2583236923209116,0.08859537928381464,8.490283815263808,0.0035704810380354697,0.011358186196022801,NC_007677.1_WP_011403652.1,chromosome segregation protein SMC,smc,NA
1691.5704007924053,-0.7584418253167652,0.3150593361773617,5.730309162098905,0.01667454682884944,0.039943547205831424,NC_007677.1_WP_011405353.1,flagellar basal body L-ring protein FlgH,NA,NA
5956.438584513326,-0.8957672974994111,0.2578454855401982,11.88191640126513,5.668158960054926e-4,0.002445217411837648,NC_007677.1_WP_118828863.1,type II secretion system F family protein,NA,NA
4502.2591996156225,-0.20131670459062243,0.07524825238665002,7.152668084814252,0.007485255126830501,0.02109744617413341,NC_007677.1_WP_011403055.1,fructose-6-phosphate aldolase,fsa,NA
5330.0834875020755,0.8149352974079137,0.1943646330129376,17.3543325639464,3.101903192235204e-5,2.0735244762509202e-4,NC_007677.1_WP_112902983.1,LacI family DNA-binding transcriptional regulator,NA,NA
1271.788151525234,0.23465197188319512,0.07548719568620403,9.652905357601043,0.0018905233933697954,0.00670379143550962,NC_007677.1_WP_011404033.1,sugar phosphate isomerase/epimerase,NA,NA
2382.837141822055,-0.47437013569401215,0.07949229880026133,35.47528019935862,2.583080085022576e-9,5.2872977188600034e-8,NC_007677.1_WP_011402855.1,MaoC family dehydratase,NA,NA
8662.623330657158,-0.24344924209674856,0.06762534808343591,12.944991118521699,3.2077862032177346e-4,0.0014993243230157854,NC_007677.1_WP_011404979.1,glycoside hydrolase family 97 protein,NA,NA
10978.850268521297,0.46995366886541046,0.1502646869783611,9.738736676591884,0.0018042485777355743,0.006451819010505041,NC_007677.1_WP_011403811.1,50S ribosomal protein L18,rplR,NA
14547.100495861758,-0.1976738265969501,0.058552341447792304,11.390024302793108,7.383956457289335e-4,0.003035399274963261,NC_007677.1_WP_112904198.1,glutamate--tRNA ligase,gltX,6.1.1.17
2521.2331545141005,0.9161979932740372,0.20982172169343108,18.764886947497445,1.478645727776028e-5,1.0651991553493328e-4,NC_007677.1_WP_103016438.1,hypothetical protein,NA,NA
3174.891496388199,0.5917285430958668,0.1290197764884817,20.898196027642314,4.843505219434992e-6,3.938499586652892e-5,NC_007677.1_WP_231847399.1,4-hydroxythreonine-4-phosphate dehydrogenase PdxA,pdxA,1.1.1.262
8648.840469948447,0.6015852964652383,0.17914753603909467,11.196770863476274,8.193980098244224e-4,0.0033171589826970506,NC_007677.1_WP_011403799.1,30S ribosomal protein S19,rpsS,NA
5468.705262864742,0.24637955772236791,0.10062180518874851,5.989870163593338,0.014388261378052596,0.03529285931409926,NC_007677.1_WP_011404168.1,aminotransferase class V-fold PLP-dependent enzyme,NA,NA
5818.186155995567,0.4016727478252803,0.1266553686660874,10.02735087221106,0.0015423269950131202,0.0056513907669122725,NC_007677.1_WP_011402828.1,50S ribosomal protein L32,rpmF,NA
832.1666945085852,0.35026369473259217,0.12818528675789242,7.451583966288297,0.0063380648883471,0.018370484949818546,NC_007677.1_WP_237701973.1,hypothetical protein,NA,NA
3721.529726172688,-0.4702843434999178,0.0954029782922727,24.204997145550777,8.660727371577958e-7,8.625851959343415e-6,NC_007677.1_WP_013062196.1,class I SAM-dependent methyltransferase,NA,NA
3116.314249651444,0.8106290965535953,0.3084546413126171,6.8189606036444275,0.009019504700916779,0.024292096145481848,NC_007677.1_WP_011402806.1,transcription antitermination factor NusB,nusB,NA
12401.75126013261,-0.419283331772772,0.07321200504953145,32.68893197651744,1.0815131036395644e-8,1.8662388904664111e-7,NC_007677.1_WP_011405086.1,COX15/CtaA family protein,NA,NA
1505.9181491763757,0.7589353010018824,0.21282612102108073,12.581125844467834,3.896619283385742e-4,0.0017710820877624629,NC_007677.1_WP_103015428.1,redox-regulated ATPase YchF,ychF,NA
2718.920858480043,-0.23903621231415684,0.07799145665221918,9.382802533157474,0.0021903044662331117,0.007515403070265752,NC_007677.1_WP_011405495.1,dephospho-CoA kinase,coaE,2.7.1.24
4439.987642224553,-0.4374822734356749,0.07812946267384249,31.246228710785203,2.2728859526108144e-8,3.5135028684108843e-7,NC_007677.1_WP_011404556.1,peptide-methionine (R)-S-oxide reductase MsrB,msrB,1.8.4.12
1499.6822890812753,0.3826020241785837,0.10058502119018957,14.440979472351756,1.446208565120621e-4,7.651242462171129e-4,NC_007677.1_WP_164923667.1,endolytic transglycosylase MltG,mltG,NA
592.9309724025424,-0.2925054484653129,0.08390125825583114,12.138642644667271,4.938770856336296e-4,0.002161987006136597,NC_007677.1_WP_162892941.1,UPF0175 family protein,NA,NA
9532.644124061293,0.41351891991101447,0.11257002546566963,13.449617374077661,2.4505615512494035e-4,0.0012021928403484678,NC_007677.1_WP_231847138.1,S41 family peptidase,NA,NA
1604.1504612321312,-0.3794847976318945,0.07842084425721771,23.365066100033914,1.3398991288370823e-6,1.2787204547872863e-5,NC_007677.1_WP_011404274.1,3-dehydroquinate synthase,aroB,4.2.3.4
3087.726110682219,-0.6902377577040495,0.0906662608868476,57.4870622907209,3.402097591447386e-14,1.6027659764152133e-12,NC_007677.1_WP_112904604.1,FAD-dependent oxidoreductase,NA,NA
3118.829723394114,-0.46510296085314135,0.11099474053518192,17.491408526374784,2.8860895752850374e-5,1.9423840951124697e-4,NC_007677.1_WP_013061674.1,alanyl-tRNA editing protein,NA,NA
7719.925250777886,-0.867901634941623,0.34276824142395407,6.317203571283812,0.011957205307560826,0.030619572512445785,NC_007677.1_WP_013062767.1,methyl-accepting chemotaxis protein,NA,NA
14249.341030598702,-0.7059990304675174,0.14834871419447826,22.428153437841218,2.1815272039547695e-6,1.9212975493583844e-5,NC_007677.1_WP_013060920.1,SusC/RagA family TonB-linked outer membrane protein,NA,NA
1087.19594259863,-0.25150666792986404,0.10755028434461421,5.463478541724498,0.01941795307387875,0.04527296521859554,NC_007677.1_WP_112903845.1,ABC transporter ATP-binding protein,NA,NA
